#{"t_start": 1622091347.9276774, "env_id": "AntEnv-v2"}
r,l,t,reward_position,reward_contact,reward_survive,reward,forward_vel,reward_ctrl
52.645003,102,347.53761,2.6033492204817656e-08,-0.0,1.0,0.8648153920729684,1.0802415270393988,-1.2154261609999226
18.364312,24,347.833584,1.5635861891790006e-06,-0.0,1.0,1.623478541257217,2.022685724003451,-1.3992087463324232
9.752073,26,348.152016,1.3250886582490092e-13,-0.0,1.0,1.3448218966566419,1.745092182992111,-1.4002702863356018
57.011734,65,348.982547,8.090143998915112e-08,-0.0,1.0,1.1053160005048033,1.6660190923118559,-1.5607031727084926
8.73593,15,349.16799,3.062408940755266e-11,-0.0,1.0,1.4509311647766672,1.8420688932130782,-1.3911377284670352
34.701242,1000,361.931418,1.2420985440127815e-07,-0.001530100727068697,1.0,0.6410775483836109,0.3908746383018209,-0.7482671134009957
14.649255,18,362.169937,0.03747625453352488,-0.0,1.0,0.3859331595125455,1.1854628164526546,-1.837005911473634
12.678042,25,362.472377,5.176255921188254e-26,-0.0,1.0,1.3964887886673252,2.1714939372037008,-1.7750051485363756
-611.07267,930,409.260684,5.75258583574225e-19,-0.0,1.0,1.5212733226600608,2.5,-1.9787266773399392
-17.043656,174,419.33447,0.20161186986814783,-0.0,1.0,1.5309402225500441,1.3180662917248895,-0.9887379390429933
4.737723,25,421.000391,1.2705596795281736e-29,-0.0,1.0,0.1442461826330077,1.2777374746369672,-2.1334912920039595
-4.733136,21,422.299583,5.1727503387976676e-09,-0.002722000991732339,1.0,0.8323922228458368,1.61270738563485,-1.7775931669700311
24.537651,74,426.998215,3.709048409130295e-10,-0.0,1.0,0.8691940756375112,1.3195655750056836,-1.4503714997390773
-2.02626,8,427.583504,3.7731180498790877e-06,-0.0,1.0,0.0986818214732697,0.45641149104337747,-1.3577334426881575
-16.97018,37,429.843083,2.646136982317266e-18,-0.0,1.0,1.315386645453759,2.123017908431753,-1.8076312629779938
-7.550582,24,431.301724,3.9045095060660784e-24,-0.0,1.0,0.3655249253750643,2.2018314822320866,-2.8363065568570223
-7.31448,47,434.142219,4.412241744133346e-05,-0.0,1.0,0.09375716801740852,1.3624580337420127,-2.2687449881420454
-3.436588,7,434.629305,2.9394658801915516e-30,-0.0,1.0,0.17140314589579864,0.9485407904994393,-1.7771376446036407
849.300229,1000,491.382749,2.3111824272037553e-17,-0.004594636167128925,1.0,0.5684239717292896,0.04679789101409733,-0.4737792831176788
901.332566,1000,550.656055,3.393055919216151e-24,-0.0,1.0,1.2977078670716566,0.8667580340164498,-0.5690501669447933
944.709713,1000,610.055584,2.695377901501848e-23,-0.0,1.0,1.6282407612986063,0.9976580216522347,-0.36941726035362854
704.333251,1000,669.22957,2.3075697974460958e-31,-0.005657267503958764,1.0,-0.3991692944566376,0.3586166718610906,-1.7521286988137694
359.117381,284,685.717898,3.878232560029012e-15,-0.0,1.0,0.13239177773588728,0.5794552799717095,-1.447063502235826
588.97729,529,716.814542,1.1910341748100125e-07,-0.0,1.0,1.936619127224854,1.2154542490034128,-0.2788352408819764
201.364375,140,725.041649,1.6171266765420345e-21,-0.0,1.0,0.8512936962555079,0.9344316650665742,-1.0831379688110663
293.155361,221,738.303512,3.731374744648885e-12,-0.0,1.0,-0.7565527924892951,0.587311729879555,-2.3438645223725816
320.724453,221,751.718539,3.3409963907083564e-05,-0.0,1.0,1.6684802484011794,1.6659903313494826,-0.9975434929122101
711.883091,1000,810.274729,3.163424311030413e-05,-0.002298648901983678,1.0,-0.7865986049361597,0.15441344199388857,-1.9387450322711748
66.500341,43,812.740224,3.2287038782274586e-16,-0.0,1.0,2.3584552797806952,1.9819904581453762,-0.6235351783646813
81.50357,58,816.290841,1.1963979570470014e-20,-0.0,1.0,1.741039720968173,1.2321860746089004,-0.4911463536407275
22.23787,22,817.554375,3.694930603963275e-21,-0.0,1.0,-0.30083683822622387,0.6673724905782255,-1.9682093288044493
375.40343,300,835.090758,3.957247167596105e-37,-0.0,1.0,0.5089104760281238,1.9516161708666204,-2.4427056948384966
1137.20989,1000,894.018067,1.5749226055499005e-37,-0.0013369174219377378,1.0,0.8790032209418286,0.3574477190431727,-0.4771075806794064
16.442814,21,895.205742,1.7131996364216373e-13,-0.0,1.0,-1.4954227448046544,0.19119980568397643,-2.6866225504888024
593.562418,1000,952.361366,3.794487761013313e-08,-0.005141042139003993,1.0,-0.5878721570467351,0.30978988514348943,-1.8925210379960982
280.874605,1000,1010.563801,2.3297327593336161e-07,-0.0007149019903564769,1.0,-0.24564352166507286,0.15452113381511778,-1.39944998646311
720.157141,663,1050.564969,1.6231810769627933e-14,-0.0,1.0,0.05478519094020373,0.46012253198196973,-1.4053373410417822
637.24991,1000,1109.372742,2.993229273520364e-52,-0.0,1.0,0.5576530619306983,0.2343074586716716,-0.6766543967409733
30.276427,30,1111.139146,1.4426419609445473e-16,-0.0,1.0,1.1244290232053116,1.2675864840137085,-1.1431574608083972
186.396661,146,1119.674144,3.782909593418225e-25,-0.0,1.0,0.4696647013857584,0.2442113305906501,-0.7745466292048917
11.08474,15,1120.596808,2.1714465258128716e-27,-0.0,1.0,0.8746571817858109,1.695618855031198,-1.820961673245387
105.145129,98,1126.317743,2.9475279465859616e-07,-0.0,1.0,2.139749243174304,2.396694879818657,-1.256945931397148
17.330971,16,1127.179027,1.560243745289597e-11,-0.0,1.0,0.8136552167512321,1.3573981921275315,-1.5437429753919019
138.326356,111,1133.655169,4.0585483528439855e-20,-0.0,1.0,-1.2496917296023735,0.4973926935612538,-2.7470844231636273
631.70118,1000,1192.920694,6.854252843958468e-45,-0.0,1.0,0.022658270164939542,0.490330750324043,-1.4676724801591035
102.420167,93,1198.532282,0.00036403649116848033,-0.0,1.0,-0.6538818924370577,0.48686960756941117,-2.1411155364976375
38.724564,34,1200.615631,3.2915184263059776e-12,-0.0,1.0,1.4812135354379259,1.8986539393892763,-1.417440403954642
492.522667,1000,1258.911525,8.42545724560506e-37,-0.002652390954892626,1.0,-0.42645767428773274,0.19008057863338698,-1.613885861966227
182.010766,178,1269.457491,7.731302652216409e-30,-0.0,1.0,1.9819735452436191,1.7499203662162301,-0.7679468209726109
773.966093,1000,1327.888417,6.121479060780127e-39,-0.0,1.0,0.3843961176328834,0.7809031308798273,-1.396507013246944
740.351268,1000,1419.793901,7.641470330142345e-37,-0.000780128941142743,1.0,1.31914990381749,0.5992352497574912,-0.2793052169988584
33.503023,30,1421.620301,4.786200385666003e-20,-0.0,1.0,1.4731059733876184,1.3582288505334625,-0.885122877145844
596.40503,1000,1480.818709,6.284097211464633e-34,-0.0018711086329800581,1.0,0.0890840447128241,0.214191932277965,-1.123236778932161
286.832336,230,1494.055032,1.9173804944166152e-09,-0.0025893172950260893,1.0,-0.3464848015180359,0.4308449983283404,-1.7747404844687307
135.764499,120,1515.531173,0.013195937263303863,-0.0,1.0,1.1530055457227766,2.5,-2.3601903915405273
115.097588,126,1518.891871,4.13950742935638e-09,-0.0,1.0,-0.09627524352515715,0.6665660962150352,-1.7628413438796997
103.618935,95,1521.404886,1.408107738223013e-09,-0.0029242180492976277,1.0,0.7156034132122228,1.3297990112315865,-1.6112713813781738
162.811149,161,1525.667636,0.17811472415650087,-0.0,1.0,0.6594029188128729,2.5,-3.018711805343628
147.839796,143,1529.563736,6.156594626054814e-17,-0.0,1.0,1.7393772207053948,1.990488012865429,-1.2511107921600342
8.810797,23,1530.184163,1.845331879371195e-12,-0.0,1.0,0.766019843974495,2.41623523131701,-2.6502153873443604
43.336103,42,1531.360511,2.4851819010522267e-11,-0.0,1.0,0.4394643989095073,1.1881662097214474,-1.748701810836792
26.385973,36,1532.366262,6.5502634018460964e-06,-0.0,1.0,-0.811168908234746,1.4518431495951138,-3.2630186080932617
164.133595,133,1535.911962,7.811753868963432e-27,-0.0,1.0,1.0615691878928326,1.5799288489951275,-1.518359661102295
65.968709,65,1537.600292,1.3632066099764438e-29,-0.0,1.0,0.26172340347124257,2.4068318648512474,-3.145108461380005
492.502206,377,1558.362664,0.09628835426399385,-0.0,1.0,0.037985725475436105,2.129081253791007,-3.1873838825795646
190.357231,151,1566.579795,3.311054368653656e-15,-0.0,1.0,0.7628428051249501,1.3161720052205768,-1.55332920009563
137.908481,108,1572.877183,3.711720087271663e-15,-0.0,1.0,0.4525774111329637,1.2642732804735486,-1.8116958693405887
394.405427,326,1591.240842,2.251706637017703e-12,-0.0,1.0,-0.3888431684118352,0.48686347764907967,-1.8757066460631666
849.447866,1000,1649.016146,1.1281549143682788e-19,-0.0011969485600691265,1.0,0.4977408500112552,0.13437265180725128,-0.635434853235927
110.301894,90,1654.108577,1.132779311684658e-25,-0.0,1.0,-0.16260890826515229,1.3512510789937588,-2.513859987258911
401.643547,270,1662.673318,1.4648552887948032e-08,-0.0,1.0,0.6872980792609706,1.228063111685782,-1.5407650470733643
1237.041888,1000,1694.543602,0.8043743143389613,-0.002232519924239025,1.0,1.9387084750053467,0.41186360708903746,-0.2752969264984131
985.578345,1000,1727.97892,2.041362078563142e-13,-0.005297206115542754,1.0,1.131584500371104,0.6644205424887925,-0.5275388360023499
78.840508,59,1729.978586,4.1882601126548584e-07,-0.0,1.0,-0.1518613664618983,0.9249650255488825,-2.076826810836792
957.501546,1000,1760.348851,2.099037776875629e-28,-0.0,1.0,1.139466669163055,0.42735305031234705,-0.287886381149292
920.533396,1000,1789.623111,6.569733131314448e-07,-0.0008954081823419474,1.0,0.8494911025407962,0.5531306357208028,-0.7027447819709778
885.837732,1000,1819.110604,3.0324418948829333e-07,-0.0,1.0,1.0299405701268611,0.5733775093906063,-0.5434372425079346
99.286755,75,1821.249203,1.6855150565102838e-14,-0.0,1.0,0.9495665903350279,1.7242427940627332,-1.7746762037277222
195.860779,145,1825.854176,4.439665697428744e-36,-0.0,1.0,0.26552394836341997,1.0524033686438765,-1.7868794202804565
849.882317,884,1877.173457,5.053484879657147e-35,-0.0,1.0,0.409306700054507,1.4557794375849407,-2.0464727375304337
168.213099,126,1884.332724,0.03886622642243058,-0.0,1.0,-0.7770718301985289,1.0040361978749504,-2.81997425449591
112.881213,99,1890.452255,2.751476457047435e-12,-0.0,1.0,0.26819037364068066,0.9747355717668594,-1.7065451981289304
26.878512,18,1942.982853,5.2595791932081334e-14,-0.003,1.0,1.1311263396066211,1.2001642329018565,-1.066037893295288
749.31796,1000,1973.083516,1.3362159829726775e-10,-0.0025499536666466855,1.0,1.350462769878007,0.580375356162497,-0.22736263275146484
346.198823,231,1980.227865,5.268690842164079e-68,-0.0,1.0,0.5782521109734422,1.182757649913872,-1.6045055389404297
277.369808,195,1986.068071,4.491099943826649e-34,-0.0,1.0,0.1250502495852499,1.4948827653018026,-2.3698325157165527
132.744517,89,1988.702794,1.278202541465667e-20,-0.0,1.0,1.5736227587026532,1.5880551889699872,-1.014432430267334
174.284332,122,1992.299621,2.0213945707333712e-12,-0.0,1.0,2.7223958969136426,2.5,-0.7776041030883789
396.629404,287,2000.757738,0.016276582087091405,-0.0,1.0,3.213390990103296,2.5,-0.30288559198379517
1038.865669,717,2021.722107,4.959344417826372e-79,-0.0,1.0,1.4170640150226987,1.4358804861225523,-1.0188164710998535
287.297307,195,2027.766804,1.2580266916301074e-09,-0.0,1.0,-1.6010484514295225,0.9724841286417967,-3.5735325813293457
139.151556,101,2030.929135,1.384291435646377e-29,-0.0,1.0,1.6137670000236635,2.119661303345502,-1.5058943033218384
514.260354,1000,2089.592273,1.2335677602747937e-43,-0.007735325721880999,1.0,-0.1420322210424157,0.035349219992769895,-1.1696461153133046
21.655015,22,2091.010459,2.520801129762138e-18,-0.0,1.0,-0.45186854286590283,1.1420152120094091,-2.593883754875312
16.051621,11,2154.980161,1.015639523760005e-08,-0.0,1.0,2.5019841295716785,2.5,-0.9980158805847168
182.518705,132,2159.509382,1.3083022290382534e-41,-0.0,1.0,-0.39998114341584934,0.4725099778762649,-1.8724911212921143
234.309235,158,2164.517413,0.011818861289007342,-0.0,1.0,1.2806542720269385,0.9693227859973307,-0.7004873752593994
18.6083,14,2164.909059,1.1808097147933053e-19,-0.0,1.0,2.927875783933118,2.2969303398260625,-0.36905455589294434
348.726187,224,2171.648186,6.95310008865861e-05,-0.0010408522705597542,1.0,1.2412569595620033,0.7008276098264274,-0.458599328994751
217.420341,144,2176.143775,5.030675062020824e-43,-0.0,1.0,2.3794783874570125,1.9159766956387752,-0.5364983081817627
239.788122,158,2181.080991,3.9936453268294547e-54,-0.0,1.0,2.1036910034564413,1.9291510797885336,-0.8254600763320923
88.558527,53,2182.737673,5.60542612368909e-17,-0.0,1.0,2.768144453488821,2.221715594254965,-0.4535711407661438
663.212409,1000,2212.524008,2.899954076302724e-28,-0.001938290917396031,1.0,0.4261917899930624,0.39748465082241524,-0.9693545699119568
800.911993,1000,2241.932474,0.0002253086450162893,-0.001018731529141645,1.0,0.49121854825520467,0.3034126230710928,-0.8114006519317627
995.138356,1000,2300.4659,1.8485640872765524e-09,-0.0009524854907963064,1.0,0.09977789589552388,0.5218983075026211,-1.421167927964865
118.378011,99,2306.464968,8.425773922296262e-08,-0.0,1.0,0.15956465836082478,1.1506223459179676,-1.991057771814882
12.895131,13,2307.341256,4.5913966199879155e-08,-0.0,1.0,1.4671710291784743,1.9361011003398318,-1.4689301170753237
311.04124,212,2366.23665,1.0880810895526213e-16,-0.0,1.0,0.00034235979769547953,0.6871735956833156,-1.6868312358856201
183.473522,125,2370.074406,2.3924067695156448e-25,-0.0,1.0,0.52409270066502,0.23632082003834148,-0.7122281193733215
175.688821,124,2373.759211,1.611719348896004e-08,-0.0,1.0,-1.3781422359024749,0.3425627803289645,-2.720705032348633
55.052926,45,2375.143017,1.0797255903265955e-11,-0.0,1.0,0.9780911107118125,0.7512332100815083,-0.7731420993804932
347.474692,240,2382.656383,8.737218606630521e-26,-0.0,1.0,1.645540215177962,1.5348351971344438,-0.8892949819564819
633.382248,457,2396.255048,1.7159849247950565e-23,-0.0,1.0,2.4794835162695423,2.3784169865187184,-0.898933470249176
267.896297,212,2402.620413,1.8097378580023934e-06,-0.0,1.0,2.06714136261436,2.3809013832063974,-1.313761830329895
1098.292575,771,2425.661164,1.7011664536282745e-146,-0.003,1.0,-0.15715049647175228,1.220570792209278,-2.3747212886810303
468.480262,278,2434.263082,0.0001784163352302517,-0.0,1.0,3.2115342813369088,2.5,-0.28864413499832153
38.604445,36,2435.301848,0.08596777134667591,-0.0,1.0,-0.7345494235850241,0.8281143777916886,-2.6486315727233887
367.83852,413,2459.459607,2.2004986868557234e-13,-0.0,1.0,-0.7099599430551131,1.1344681232827891,-2.8444280663381223
83.113368,64,2463.198959,1.8356555755415455e-14,-0.0,1.0,0.8603424048862724,1.1544887758142306,-1.2941463709279766
202.246971,154,2472.313182,2.7250760226506575e-36,-0.0,1.0,1.2487804824730149,1.0806524840194192,-0.8318720015464043
12.372578,16,2473.162987,3.591929793615152e-30,-0.0,1.0,-0.9463519263261124,1.0079975352414474,-2.95434946156756
90.325372,56,2476.393818,1.521843792107325e-06,-0.002636337656041774,1.0,1.3196877100954716,0.9855015795000408,-0.6631790535923195
491.942821,382,2499.147536,3.7916105198605206e-40,-0.0,1.0,0.4899007754829644,0.7109515612821796,-1.2210507857992152
757.379574,558,2531.301914,2.974993705341056e-64,-0.0,1.0,-0.9619162447521235,1.0184268665246097,-2.980343111276733
125.452677,87,2536.308318,0.00013809927474901624,-0.0,1.0,1.8381468050593275,2.322759101956859,-1.4847503961722806
911.016651,1000,2583.125336,4.70186988726806e-47,-0.002017480451648767,1.0,1.1982682708456256,0.6187954730532558,-0.41850972175598145
61.983779,34,2584.246632,1.8377182289114313e-18,-0.0027065818912652864,1.0,1.1998370807263263,1.2006925211648023,-0.9981488585472107
440.237775,268,2592.684828,7.444586368660215e-97,-0.0,1.0,1.235446114681553,1.4978562785609475,-1.2624101638793945
200.236795,132,2596.685113,7.948151105529394e-41,-0.0,1.0,2.02622389793396,2.5,-1.47377610206604
1214.944175,1000,2627.566715,1.0875854382179589e-107,-0.0,1.0,0.9700477379935448,0.3980789739268487,-0.42803123593330383
795.344534,1000,2656.728748,5.581240656917042e-16,-0.002360108933355049,1.0,1.0205109141056121,0.22649519703779936,-0.2036241739988327
779.466039,1000,2686.286049,2.2544095241041726e-26,-0.0022199812997002093,1.0,-0.2078456689873811,0.6112894667694114,-1.8169151544570923
93.855161,56,2688.182578,1.5573323491105014e-09,-0.0,1.0,0.9351517858184619,0.4601905034383757,-0.5250387191772461
233.146914,156,2692.928356,2.1434648660412678e-14,-0.0,1.0,2.0344900939808177,2.195837483201988,-1.1613473892211914
912.870073,1000,2722.518023,0.07077618051838762,-0.0013952508572790039,1.0,1.0219311459655926,0.48727284251374314,-0.534722626209259
556.552368,1000,2780.967522,3.768424197651695e-22,-0.001187825412171883,1.0,0.609287051966595,0.3093490637195876,-0.6988741863408207
986.039325,1000,2853.21945,9.903153436967561e-85,-0.0025011623902039676,1.0,0.5924695005929929,0.42694259068174,-0.8319719276985432
169.500025,99,2856.242666,9.584896609602642e-14,-0.0,1.0,1.5660717002287996,1.9506225100889332,-1.3845508098602295
934.376723,1000,2885.739662,9.368002255420084e-06,-0.0019604098348143277,1.0,0.7611729867315913,0.7068869270092797,-0.9437628984451294
855.838746,1000,2916.103206,9.009090245561593e-09,-0.0016770549713982545,1.0,0.9373718057951484,0.7587223899654643,-0.8196735382080078
203.067129,119,2919.717137,3.244009666185165e-09,-0.001391874158607477,1.0,2.0036037989429607,1.4254302342095941,-0.4204345643520355
1121.373813,1000,2949.472806,2.3387807355786438e-05,-0.0020953617825687325,1.0,0.9772571355073679,0.649996638588721,-0.6706675291061401
700.458907,420,2961.777191,1.3866225744619262e-43,-0.0,1.0,0.8343810205708692,0.2816770141373822,-0.44729599356651306
723.925237,476,2976.105481,7.495714551244505e-22,-0.0,1.0,2.4971622228622437,2.5,-1.0028377771377563
824.668777,1000,3005.653401,5.244834321914895e-41,-0.005856701415441389,1.0,0.7265483261940626,1.0645063726717598,-1.3321013450622559
879.679198,1000,3035.225368,1.4817275622960731e-06,-0.0012238784271896544,1.0,1.1059931906508587,0.563199404927848,-0.45598381757736206
896.047107,579,3052.153849,2.2353270439403666e-33,-0.0,1.0,3.138268142938614,2.5,-0.3617318570613861
53.774066,42,3054.84464,2.139452927570355e-26,-0.0,1.0,1.1650377684185336,1.8159904634805208,-1.6509526950619873
479.20586,1000,3112.818731,2.839306329631488e-21,-0.00109930747005092,1.0,0.1318494004481709,0.38844136667485646,-1.2554926587566346
141.266961,110,3172.314608,6.12037294926427e-26,-0.0,1.0,1.176861869413726,1.26582621248471,-1.0889643430709839
917.632224,1000,3201.686857,1.878975760507992e-38,-0.0007264903366117023,1.0,1.049646108218465,0.25872158804177103,-0.20834898948669434
186.099792,136,3205.433062,6.495103996057211e-08,-0.0,1.0,1.5875387880437972,1.9281955996567832,-1.3406568765640259
38.072731,30,3206.280632,3.742588318670152e-16,-0.0,1.0,0.7588411047536026,2.200784750230897,-2.441943645477295
100.461412,69,3208.214043,6.588149802753045e-20,-0.0,1.0,-0.5858055578345123,0.29114887846767273,-1.876954436302185
858.525157,1000,3240.282253,6.964242925606634e-16,-0.0016066828477581886,1.0,0.8294802075578454,0.20497749895472098,-0.37389060854911804
705.154922,1000,3276.666782,7.018159085969031e-20,-0.0,1.0,1.0611091832209452,0.8715828041125163,-0.810473620891571
43.524258,51,3278.215086,0.011014553511567132,-0.0,1.0,1.235410305464692,2.5,-2.275604248046875
497.659015,353,3289.355312,4.733326932713062e-43,-0.0,1.0,-0.5772656470459943,0.20570144356069514,-1.7829670906066895
940.163416,1000,3318.728442,7.710467521811753e-81,-0.0,1.0,0.14928392603255947,0.4795848531947299,-1.3303009271621704
497.049094,1000,3378.922039,5.089941595491413e-24,-0.0006188885720434468,1.0,0.5488582600977229,0.07986480671308256,-0.5303876580433163
562.949658,1000,3437.29757,4.680226025349868e-32,-0.0,1.0,0.4186928211200316,0.1636116825419696,-0.744918861421938
218.356001,142,3441.72715,0.01808225468486514,-0.0,1.0,0.43447514433790446,1.9664216906173948,-2.5500288009643555
39.206972,36,3443.359766,1.3898206888289032e-10,-0.0,1.0,-0.4340558455190149,1.2848593784173203,-2.7189152240753174
752.685252,1000,3478.846213,1.63184022679767e-20,-0.0015981024736127017,1.0,1.2309875994201047,0.8376670813073221,-0.6050813794136047
757.568484,1000,3509.108478,2.727848977423689e-10,-0.0024673714009056068,1.0,-0.5344151156378117,0.5802882784395277,-2.1122360229492188
61.588432,42,3510.315296,6.625841488902784e-31,-0.0,1.0,1.7630899610494422,1.1034473242734717,-0.34035736322402954
56.838326,44,3511.601811,2.5902212283460366e-33,-0.0,1.0,0.6200443766182118,1.8482846281593495,-2.2282402515411377
173.372926,112,3514.887285,4.018130690011886e-17,-0.003,1.0,1.3542566089766082,1.2432499704496918,-0.8859933614730835
148.742238,96,3517.85262,0.27466111930527237,-0.0,1.0,-0.25947528717660684,1.6709379038208552,-3.2050743103027344
376.154714,272,3526.083987,3.8776235044680605e-51,-0.0,1.0,2.429575800895691,2.5,-1.070424199104309
122.08694,84,3528.598454,2.7924763933307924e-06,-0.0,1.0,2.0562416414741103,1.8026269267336177,-0.7463880777359009
639.51017,1000,3586.456681,1.4751319340845372e-44,-0.0,1.0,0.8756705902347096,0.24386512566540697,-0.36819453543069736
265.123481,167,3596.487884,7.386101592773038e-23,-0.0,1.0,0.1596945936100076,1.6028188486126795,-2.443124255002672
67.967149,47,3599.224934,1.0151130949713954e-32,-0.0,1.0,1.2116700165003773,0.9557078292859136,-0.7440378127855364
205.809161,108,3605.694738,6.459206691236731e-50,-0.0,1.0,2.0300507539483297,1.6332855807483921,-0.6032348268000627
337.627059,248,3620.263077,1.7144409273737542e-50,-0.0,1.0,0.2093219768639596,1.1514355777439425,-1.9421136008799829
466.783892,1000,3678.286597,1.7760971669626025e-11,-0.0011748103393613798,1.0,0.56079893605945,0.06004029726330173,-0.4980665508822514
645.857319,1000,3735.824991,0.00016091602566229056,-0.001757127511633871,1.0,0.6502490398687748,0.6459866502357934,-0.994141398881047
185.2804,130,3743.464765,2.8215603101663247e-30,-0.0,1.0,1.6049601675969778,2.0542686892118196,-1.4493085216148418
227.923038,184,3754.048139,1.939794070274116e-18,-0.0,1.0,0.3829736755737958,2.007995094534598,-2.6250214189608023
34.123157,28,3755.923612,1.1187750310332336e-05,-0.0,1.0,2.2051901196140515,2.5,-1.2948210681362589
40.426563,29,3757.701241,3.838815676718129e-25,-0.0,1.0,1.3456820508367344,1.5119501237448942,-1.1662680729081598
125.548707,60,3761.328146,6.992236042932972e-14,-0.0,1.0,1.9525522460261073,2.251423972602243,-1.2988717265762058
582.020492,469,3788.924188,2.417525910892761e-65,-0.0,1.0,0.7572702278182004,1.2815404873638103,-1.52427025954561
110.413271,88,3794.012766,0.0010777038237556901,-0.0,1.0,-0.20050815691955393,1.575161607157022,-2.7767474679003317
266.281725,208,3806.332606,3.112253841220697e-45,-0.0,1.0,-1.2732599600655847,0.31940281003523807,-2.592662770100823
668.627208,1000,3864.99775,5.942384717901387e-19,-0.0007540570151421993,1.0,-1.0099344490642346,0.2373809986289789,-2.2465613906780715
1066.43026,1000,3935.916958,7.837523409060664e-32,-0.003751902941309868,1.0,-0.4896583118132041,0.2859377415156904,-1.7718441503875846
1135.986517,1000,3993.787133,0.8687968931911436,-0.002500612383950959,1.0,1.543484485514917,0.5600262113774029,-0.8828380066696788
630.336559,1000,4051.368243,6.7633405789329924e-43,-0.0012041166439722398,1.0,-0.056546713779061564,0.2292053777712964,-1.2845479749063857
981.52174,1000,4109.91338,1.6582307628592065e-54,-0.0,1.0,0.33062547569118395,0.6976919841904119,-1.367066508499228
93.84718,63,4113.337148,5.448190936552406e-32,-0.0,1.0,1.9003377513713255,2.4483749905261174,-1.5480372391547919
