#{"t_start": 1622874995.046234, "env_id": "AntEnv-v8"}
r,l,t,reward,reward_motion,reward_torque,reward_velocity,reward_contact
-16.168065,20,31.326513,-1.0602813982362451,0.0,-0.015898291036612482,-0.5300892684190909,-0.5142938387805418
-14.961063,20,32.67299,-0.276696346038163,1.0,-0.056866639703317866,-0.7594945899046915,-0.4603351164301536
-16.856743,20,34.011089,-1.0852628858271702,0.0,-0.01412369976900313,-0.475917993723154,-0.5952211923350131
-11.252242,20,35.341318,0.5058964177234158,1.0,-0.1995059279650979,-0.09004955191199888,-0.20454810239948734
-18.260238,20,36.660904,-1.5366231772538594,0.0,-0.015619959377872139,-0.9734988415984184,-0.5475043762775689
-24.311159,20,38.018274,-1.4041818128345094,0.0,-0.09818394469576548,-0.7786196211775843,-0.5273782469611594
-6.817194,20,39.342598,0.011185175052187635,1.0,-0.5295043006153975,-0.28711140433688526,-0.17219911999552956
-24.798185,20,40.672998,-0.8452067292868866,1.0,-0.4003257338074793,-0.9986357004833727,-0.44624529499603466
-21.980688,20,41.938981,-1.2492138870389207,0.0,-0.004532551763496594,-0.7972548261827512,-0.4474265090926729
-17.542659,20,43.243317,-1.2612895819035659,0.0,-0.08912194897636903,-0.6486896276628566,-0.5234780052643403
-17.071221,20,44.542823,-0.9120294778601096,0.0,-0.015821218988345518,-0.3490963306072501,-0.5471119282645139
